,direction,direction_spherical,peaks,column_density,angle_respect_to_los
2199,"[-0.5045873915131771, 0.43675785503707915, 0.7447376319143121]","[0.7306547167959282, 2.4281261320287713]","[23.21894174080753, 37.7049839295042, 7.705259765419768]",4.916573334077059e+18,0.7901043886510302
1246,"[0.17614713073997187, -0.9089518941034456, -0.3778606125780131]","[1.9582808339313367, -1.3793775647944022]","[8.571254305149255, 0.6443248998411129, 37.83210901583157]",2.0965035767456022e+17,0.7907270053608855
1306,"[-0.26774824625849003, 0.9612897071374374, -0.06506132166750754]","[1.6359036366140036, 1.8424415960587104]","[16.614096559254293, 33.61787270110226, 18.086158729135356]",1.868587948039016e+17,0.7913021365616321
1807,"[-0.7538893906893009, 0.6547265004790045, -0.05462596613910578]","[1.6254494967581228, 2.426475938766446]","[1.005319158222136, 12.594434115459496, 3.5792527010776993]",2.168605449941212e+19,0.7916838847580954
2636,"[-0.6634320300382494, 0.7303388292063673, -0.1626749399040955]","[1.734197429332625, 2.308227152994952]","[1.8867587858787402, 25.880818012876475, 5.534094824985743]",2.469329386237906e+17,0.7918679761234244
78,"[0.2683170756792994, -0.8520225314825861, 0.4495147970255422]","[1.104574236441958, -1.2657102684008468]","[6.304818424382999, 3.5347359281771915, 28.558836994740325]",2.8506125339795987e+17,0.7920052264407649
1913,"[0.47742855573166026, -0.3129012118015449, -0.821069306346977]","[2.534078082934821, -0.5801539869404245]","[15.883684071108782, 4.66125635959395, 21.67472914601979]",2.05334994187429e+19,0.79236283669799
2096,"[-0.8534770377222877, 0.5063798264307934, 0.12311140265916934]","[1.447371795773152, 2.6061038762360806]","[37.33835831272066, 33.62288889572063, 24.321171820172395]",7.85034222094936e+18,0.792559781569994
1244,"[0.5811885376176744, -0.6358084932018903, -0.5079049553943836]","[2.103547266277635, -0.8302489928119731]","[6.2248022088856585, 18.88569564560311, 29.50838156225973]",1.0022792480238653e+19,0.7931082249012047
2468,"[-0.9641352935430141, -0.2616767473403522, -0.04436683047164336]","[1.615177725568524, -2.876566330285211]","[38.59320559777607, 28.53571800751429, 25.940870559285344]",2.1068268349918157e+17,0.7932513721809852
1419,"[0.5138649565958986, 0.6285528210441959, -0.5838357282147775]","[2.1942415852183195, 0.8854534107896596]","[34.31472103957397, 3.4197556852328543, 13.298356782724596]",8.693538323843504e+16,0.793842174006832
742,"[-0.28988505712022833, -0.30567871378344674, 0.9069328407319355]","[0.43485095644239996, -2.3296818702054796]","[33.501915133195006, 34.790984822313675, 4.020174076710068]",6.765195041397356e+16,0.7950808011521204
1148,"[0.8943641735921402, -0.3604688134116001, -0.26490556723572506]","[1.8389023163698843, -0.38312843024346144]","[12.723661401233095, 21.106189952132308, 0.18950306307689146]",1.1020005972756638e+19,0.7952800379727569
432,"[0.4285376717838104, -0.663706483481575, 0.6130653861103502]","[0.910861472450825, -0.9974686152464433]","[33.56695230835287, 14.513568801307386, 14.709886022965208]",1.683629134824275e+18,0.7959336150156838
2700,"[0.29269921217462663, 0.8515922688433327, -0.43487673982246683]","[2.0206977178106142, 1.2397376686530515]","[25.17518275393871, 23.654786099369147, 2.540217282374627]",2.258444687239502e+16,0.7959491264673948
1146,"[0.9510179372519525, -0.21324530317558707, -0.2238109105888126]","[1.7965191530793159, -0.22057997393209589]","[19.88078086054105, 20.73108129225557, 31.848360332846163]",2.186803896811347e+16,0.7959598931515901
2164,"[-0.4191431237417172, 0.4512413992261413, -0.7878453156835225]","[2.478098868293245, 2.3193329247472017]","[13.08629101325668, 28.97484924441263, 39.107073214231946]",1.227459434195717e+18,0.7959995833402962
726,"[0.35239661793591415, -0.05416101111679124, 0.934282188924811]","[0.36455590364660295, -0.15250003857237435]","[7.068041531278569, 2.73936676443401, 29.13571970052643]",4.749599870925405e+16,0.7962890999651704
813,"[-0.5974412187063728, -0.49666211067144683, 0.6295956940879021]","[0.8897636188665637, -2.448046446658747]","[20.183208268345993, 36.25109743240953, 30.375171982758012]",9.16653410654024e+18,0.7964001616256661
2269,"[0.03496886095015373, -0.19322121545052187, 0.9805318662153066]","[0.1976442856597265, -1.3917558831926233]","[27.57584671466521, 38.90759460435382, 23.64388272963212]",6.918877624424695e+17,0.7967232004652749
2132,"[-0.5501805612512741, 0.45713197117777715, 0.6988073489513067]","[0.797067511792413, 2.4483062023949937]","[3.1077224889679007, 39.428038395290685, 10.381345927312502]",6.929561939212384e+19,0.7967887966971003
48,"[0.5621371137073091, 0.2169050331962911, 0.7980940245152395]","[0.6466710409357946, 0.36825576025101425]","[7.692463273915551, 24.2554677000008, 6.626136024142909]",1.6617231833320388e+16,0.7972380987598714
56,"[-0.27622344984657476, 0.8133555511062993, 0.5120091339414026]","[1.0332741862250983, 1.898184952081106]","[21.01919867370587, 25.10866718697321, 29.4169981437446]",2.0410309497542157e+17,0.7972591382682541
460,"[0.5518655984233125, -0.704849435498389, 0.4456810906404726]","[1.1088613778512444, -0.9065352510072446]","[24.15242399245157, 31.784641430333902, 7.318498849647369]",1.186942315789569e+20,0.7979338317773444
1633,"[0.7210368618047408, 0.5888515256782658, 0.36518450764668203]","[1.1969653353994172, 0.6848252022423813]","[10.307262941711713, 38.930057673900365, 30.801159835787214]",3.695302322417136e+17,0.7979696886988801
2176,"[-0.7891998550651991, -0.21909606436880677, -0.573725111306075]","[2.1818430751354883, -2.8707941664394694]","[3.393485921767514, 3.7470641233239697, 24.490978571829462]",1.775223370206871e+16,0.799285665119818
1731,"[-0.43987145929375654, -0.357401066749375, 0.8238795887659737]","[0.6025738304463596, -2.4592685588326617]","[12.585578606136586, 30.937204377104973, 2.484128564177105]",7.422529997174674e+17,0.7994132130154326
1313,"[0.8277627651215843, 0.5203795329938158, -0.20979501023476899]","[1.782161626268004, 0.5612253326056675]","[18.935128913002448, 35.76721861002389, 36.369958914290635]",4.6206527784393544e+16,0.8006644885031164
1258,"[-0.1811364580641514, 0.1654183710831309, 0.9694464121694284]","[0.24783242336576528, 2.4015186959150427]","[15.197347264939978, 38.223729933241394, 28.78101569958882]",3.429778814796685e+16,0.8009514784150736
2631,"[0.1514871153011872, 0.9205741294563607, 0.3599929528107334]","[1.2025359869909265, 1.4077007879023091]","[22.053442252716533, 11.091249079551062, 9.615210312349461]",2.691074759030341e+16,0.8011122427366464
1726,"[-0.5823220216490951, -0.6444387168566086, 0.49558026929925203]","[1.0522935420488297, -2.3056029703615653]","[29.734662670615148, 13.854806697531988, 19.194743869632234]",7.580056486164014e+16,0.8011416311931292
1685,"[-0.609860808591806, -0.446385399452434, 0.6548357574991143]","[0.8568310445349759, -2.5097463482877425]","[4.091243798650947, 10.913929777998021, 33.00390520002169]",5.567712119304642e+19,0.8012668074288758
2482,"[0.25370612630781114, 0.8071005644679473, -0.5331246386253456]","[2.1330858788144895, 1.2662336314613722]","[12.645797026307608, 32.026321555313146, 37.65749543445398]",5.302886328735678e+16,0.8028477236257958
2379,"[0.6444051847058025, 0.7445813736865017, 0.17418534922146292]","[1.3957179170434462, 0.8573952881372949]","[36.44410242643873, 31.06492743061805, 31.357937481458734]",3.998371724825371e+16,0.8032259491801956
1936,"[-0.9815706295447902, -0.1794201082115247, -0.06578391888910853]","[1.6366277852346263, -2.960799765296668]","[32.803006836912346, 34.744155391308304, 2.343529981333809]",2.0383426850527756e+16,0.8035911017176203
570,"[-0.9741552382701979, 0.15792305149887587, 0.16149885930252708]","[1.408587065257932, 2.9808779925129563]","[19.121756121335146, 27.915636246399075, 9.875202299336292]",8.731163848449273e+18,0.8039457108089307
891,"[0.7421936817994661, 0.5825578249016372, 0.3313229834207518]","[1.2330909138931, 0.6654739087304219]","[12.844307775317034, 5.916887700678238, 35.99568262954886]",2.5051345821542336e+16,0.8042520618994551
1204,"[-0.7204841244520651, 0.6581499003341286, 0.21849790640351016]","[1.3505214090019673, 2.4013781991246783]","[29.81105284605058, 31.579567661402187, 38.49646219506691]",1.2595757833708798e+17,0.8043885995695645
471,"[0.24046544504026465, -0.7525565675955285, -0.6130538168141705]","[2.230716537139826, -1.2615185229715828]","[15.361170460887102, 5.967764045166035, 32.186912023914466]",1.0393694302480443e+17,0.804723037721134
2639,"[0.8132094370035735, -0.08507622248261226, -0.5757190703254669]","[2.184279640815006, -0.10423865940167283]","[38.262341265342634, 7.685030331593315, 28.759003257982055]",3.665644237272977e+16,0.8052664024976304
412,"[0.318561318938632, -0.7700962889109004, 0.5526937595827714]","[0.9852032270752955, -1.178566186769556]","[32.69475358588255, 21.893091179734782, 20.598679101285605]",2.3751973921807256e+16,0.8054092019265006
1943,"[0.41278655760969285, -0.6783417694149443, 0.6078319683298523]","[0.9174688909849641, -1.0241334838868654]","[23.75019746672051, 15.400517376274461, 8.657943190345193]",1.126765101685225e+17,0.80542313592327
1780,"[0.2614776976986213, 0.2352013195631696, 0.9361141772679079]","[0.3593824923331611, 0.7325432938031494]","[26.792096919003903, 23.726970017603875, 9.370048929044398]",7.597669384167812e+19,0.8054709361022895
606,"[0.8845768004594355, -0.430452533237032, -0.17953969120718183]","[1.7513148460221863, -0.4528862186671152]","[3.4232121152204043, 15.869915737621021, 39.66853586219732]",5.44479008162071e+16,0.8055617525725904
1019,"[-0.7626300894907732, 0.6035884327748339, 0.23254322270003022]","[1.3361045502772162, 2.472083004027223]","[28.78211142342756, 6.263783113599533, 7.363927801705085]",1.9979066155710464e+16,0.8057470898771778
1155,"[0.6498369992177485, -0.5829680906884749, -0.4877090112830662]","[2.080259897885594, -0.7312099985962892]","[23.5220972827097, 14.49690019704005, 9.434328146221642]",2.0260575633000947e+17,0.8057530604623814
2228,"[-0.5887812633884345, 0.7752474018231674, -0.2287533384437199]","[1.8015931986783609, 2.2203341067521807]","[28.784616919804044, 37.10168914852423, 39.63244303766675]",2.1791913560262547e+17,0.8062285692104579
1987,"[0.5425869797274013, 0.7776163405209806, 0.3176668008858581]","[1.247528512196931, 0.9615775477186753]","[13.780576312806687, 7.987589494381282, 35.37687810806897]",3.560777136725253e+19,0.8067673877128262
2878,"[-0.6413354637274647, -0.7642093302805988, -0.06835877761894751]","[1.6392084558898639, -2.268995364559461]","[32.895221154405114, 20.506798300613056, 14.082394510591811]",1.6902919741936756e+20,0.8073233489895044
1886,"[-0.4817387547822851, 0.8714415853606713, 0.09228941133680232]","[1.478375400783265, 2.0757918463956813]","[12.159347139431244, 33.517853495191126, 9.098742695106743]",5.018695279704647e+18,0.8076796584019761
2303,"[0.3954907239859034, -0.6257017188848999, 0.672372252718379]","[0.8333873614796138, -1.0071251867220476]","[28.183038637356614, 25.29681783844144, 21.106689394466287]",2.1928093837505285e+20,0.8078446551561638
2500,"[-0.5633094518768343, 0.7196921155422763, -0.4058641647799218]","[1.9887205036968911, 2.234904653678933]","[30.316926836208296, 39.335499116714914, 36.90644683714669]",1.6043041229196932e+16,0.8080759987534729
34,"[0.8017027259083096, -0.43678460550364806, 0.40803424815351946]","[1.1504964508244238, -0.49885843767069443]","[12.626402977251647, 20.401660474662904, 35.3330611302481]",5.95073873541968e+17,0.8081097465590608
2086,"[-0.863799488521957, 0.3436719008903437, 0.3684291901676936]","[1.1934775411719707, 2.7629318282788513]","[15.805334256341368, 24.598314897517064, 24.252885079647648]",8.59081249457703e+16,0.8084501762971028
1390,"[-0.41384718804356707, 0.13266866774014224, 0.9006272978033077]","[0.4495855469522274, 2.8313690714407183]","[2.2442859278271747, 38.323980621120924, 2.17523836621487]",1.0314630863589442e+19,0.8085679189796577
309,"[-0.6429526845921544, -0.6863718805438942, 0.3398609818357788]","[1.2240272500781793, -2.3235434985212]","[38.539600940718174, 35.74302350059526, 18.356559685409174]",1.968577969460009e+17,0.8097085306113547
479,"[0.026252333543776263, -0.7562325970927375, 0.653776012161565]","[0.8582323981212497, -1.5360956333132516]","[21.40692333017158, 15.71856212466497, 21.26019295203463]",6.674740750129116e+16,0.810046712795372
1826,"[0.28965890540783845, -0.7041370546674963, 0.6482967891036621]","[0.8654510087519602, -1.1805291895252517]","[29.322720127779338, 17.868572198911714, 5.487469216915737]",6.693798560739214e+17,0.8106663976650597
2726,"[-0.6384089706318012, -0.5784435006914506, 0.5077766268002744]","[1.0381943552772814, -2.405433819685606]","[19.992172585922074, 9.11299052036268, 28.05919594471098]",5.437583965471527e+17,0.8106714554449818
129,"[0.26518022662451246, 0.8034685688385041, 0.5330269283028555]","[1.0086222623965426, 1.2520088115088748]","[18.426555198874063, 29.747599599378326, 32.12408939583441]",4.910371525607058e+16,0.8114057172602797
411,"[-0.8591638013240236, 0.496704552444287, -0.12297215162618871]","[1.6940805405818928, 2.61741260624717]","[24.776599935737924, 38.49845801154615, 21.461812391212664]",2.3346838425422628e+16,0.8114748685085397
2441,"[0.11885600198840333, -0.7618119312531788, -0.6368012501492423]","[2.2611387664951335, -1.4160265403859502]","[38.82082190065028, 6.627846928895675, 34.01844988825668]",1.992002297934523e+16,0.8115057901628193
1709,"[0.14028904821794502, -0.7386145443840708, 0.6593690452048946]","[0.8508171122498821, -1.3830967311488598]","[0.07352264668153907, 11.383947318090206, 17.431640447413454]",9.611378311772602e+18,0.8121407455089772
1564,"[0.6409601565482108, -0.6966111252980294, 0.32233991038763354]","[1.2425960286394353, -0.8269801643968636]","[12.15419453870901, 22.250917560344178, 22.84376460456494]",2.2558617955497564e+16,0.8126915014966098
2351,"[-0.05762052417015497, -0.8354602935009129, 0.546521704214686]","[0.9925912074481884, -1.6396558811300639]","[12.314475407112006, 31.45488687633184, 4.387204965332501]",1.5488494578131403e+20,0.8132213780095476
798,"[0.9540248272118006, 0.022932733558898726, -0.2988489899514648]","[1.8742826229720884, 0.02403325096058533]","[17.605179939734448, 36.13404168059757, 6.039505881513643]",1.8698398295485062e+17,0.8134178185416198
2180,"[-0.6116956420474813, -0.6009578486966736, 0.5144687605579038]","[1.0304083073842398, -2.3650490498876025]","[7.607541172765721, 27.450928570924916, 25.151501192279717]",4.3100974740922963e+17,0.8142750632581148
386,"[0.9463269395394803, 0.182580292961523, 0.26670163127346097]","[1.3008272524930438, 0.19059387141338618]","[1.9837517008046035, 11.365727817613276, 33.19461379231636]",2.239817468481879e+16,0.8152914043294018
1446,"[0.5685853900323199, 0.6016749893990275, 0.5609793769591479]","[0.9752279347395392, 0.8136660478844157]","[5.54181002478893, 39.00400466238138, 39.319728084965284]",2.4413525215820294e+17,0.8155125994274776
1406,"[-0.5758908355935153, -0.0410818209594497, 0.8164937412289567]","[0.6154846271558281, -3.070377166004054]","[9.316301920157914, 9.336781246906336, 39.13570725523912]",1.2741927274753399e+19,0.815703911371435
2709,"[0.544169875597088, -0.4707279669732948, -0.6944741374607395]","[2.338485115327211, -0.7131602362513522]","[0.272238850191556, 10.599134853948875, 17.314280668808934]",1.2114131430866552e+20,0.8158220860445168
1664,"[0.0265639574658785, 0.003249243219013253, 0.9996418351500975]","[0.026765135243000185, 0.12171313320918997]","[14.387659365769576, 28.00798325753945, 35.88873148518566]",1.004323473925345e+17,0.816130939709027
1251,"[0.07939052403977542, -0.8394906287872791, 0.5375431414045077]","[1.0032755388494656, -1.4765068756365536]","[24.274675165519014, 30.854546981655346, 39.59494178329256]",4.760037931683238e+16,0.8162141595510721
71,"[-0.9855040115271974, -0.0684227783803566, -0.15524228374548768]","[1.7266690325539484, -3.072274667705869]","[31.070521669350228, 20.38559762183332, 32.45927577873713]",1.8750824336769532e+16,0.8170105703922198
318,"[0.4125762480770836, 0.4511262462168787, 0.791369666778368]","[0.6577501256342608, 0.8300019823288408]","[32.513966916720385, 32.27591625014646, 4.281883075954418]",4.969229738711302e+16,0.8182818406471455
977,"[-0.48226212448349204, 0.15093551772858074, 0.8629262499059084]","[0.5297642027365493, 2.8382759924556225]","[11.287076834954604, 21.519534578509703, 4.2419017571451585]",5.399898738282672e+16,0.8186391632355393
258,"[-0.9822532163939492, 0.18750368113735827, 0.00458131462371344]","[1.5662149961452545, 2.952970516543755]","[39.832561672021, 21.073488569441345, 0.9190286990445031]",1.0334586174657875e+17,0.8187839263359806
546,"[0.5412218786050362, 0.6753823435657722, 0.5009366907293185]","[1.0461156157775429, 0.8952289349784583]","[21.494502991257967, 10.155273143041342, 5.906554067116255]",2.3628295809672884e+16,0.8187982469416538
2731,"[-0.5936363320261412, 0.6711485667069901, 0.44402196646754194]","[1.1107138974611988, 2.294986128476157]","[30.850201284301114, 18.077507001511663, 4.570733597703949]",2.7675390156191084e+18,0.819687509496178
415,"[0.4451006757456845, 0.24744419120007072, 0.8606141764414978]","[0.5343218572542701, 0.5073835140861711]","[2.8355709260558086, 10.043563947395093, 32.96915335735928]",2.8424450044820086e+18,0.8198359525788848
383,"[-0.16769846227482496, 0.9760370953483345, 0.13866800011049898]","[1.4316800331415909, 1.7409506187059425]","[37.071170291241906, 7.832922094750728, 29.785684933747618]",1.0227629599134995e+17,0.8202884735167496
342,"[0.009126480444866875, 0.3539303225559213, 0.9352272633591001]","[0.3618959056195282, 1.5450159461129578]","[2.6949890556651166, 10.116815899684973, 35.57399526983679]",2.678101174981405e+18,0.8205408499962563
650,"[0.06610273589388029, 0.8308958415389259, 0.5524875825035966]","[0.9854506041112796, 1.4914075494514405]","[8.81022871072392, 13.293119364772096, 7.816612548509788]",3.709822433466156e+16,0.8206365035947137
368,"[-0.48884368551795243, 0.13064972712968484, 0.8625326080387706]","[0.5305426653890352, 2.8804337980647263]","[9.877794709303448, 0.9705396098603938, 32.562847190573216]",2.44571488519138e+16,0.8211114691945911
500,"[-0.6183763452784491, 0.06734552870792275, -0.7829912358150113]","[2.4702565032536627, 3.033113161825034]","[14.664122527035175, 35.65382278009623, 0.1897941945462378]",8.919098555777717e+16,0.8213038949628065
1908,"[0.42154558306712736, 0.68102904976463, -0.5987476553384419]","[2.2127329220113263, 1.0165353585665589]","[14.806848804717308, 12.463188390922305, 36.406748648710575]",1.2541538209211694e+18,0.8220254529232126
1596,"[0.6389815653612558, 0.6434832715838444, 0.4214639229165779]","[1.135737308102698, 0.7889083475395726]","[0.49391362009638584, 19.318625221046368, 36.0835214275653]",1.9365248572817348e+16,0.8242074085955543
1656,"[0.3177097913664402, 0.9417671266809352, -0.1101597366238145]","[1.6811800901024978, 1.2454307047761455]","[8.048462190029177, 15.887476305510063, 8.832929876985023]",2.1976550751698936e+16,0.8242381102528971
698,"[-0.35976967015284694, 0.9284870011408375, -0.09207428061411478]","[1.663001202180715, 1.9404627835559463]","[5.726024469876073, 38.98940488474742, 36.57201578734388]",6.2478046455963976e+16,0.8242995660070701
2861,"[0.1907979260753107, -0.19240090049009642, 0.9625892399647734]","[0.2743952487942331, -0.7895812791947541]","[9.654042077792205, 3.2259239197040728, 35.13599412542429]",4.074894424526394e+16,0.8245457353701874
2355,"[-0.3375813923635178, -0.9010994999399013, 0.2721369044028542]","[1.2951832729039723, -1.9292449940388832]","[28.127444332979934, 9.59228860172091, 17.53051756705078]",5.155762721212096e+16,0.8247711837454831
2458,"[0.1447716510463179, 0.3204236978545639, -0.9361462614925781]","[2.782301399425018, 1.146435579191417]","[10.068605333912856, 27.245610046143153, 39.203352877650744]",3.3309200695993696e+16,0.8251071834493431
2302,"[-0.11225936724532357, -0.9888119205528069, 0.0982284085097027]","[1.472409263732685, -1.6838418500881194]","[35.877174101320854, 10.856278767222378, 22.922689930496922]",2.170777043987245e+16,0.825712935982236
1347,"[0.01911339548924734, 0.06122658191654245, 0.9979408718855484]","[0.0641846581488006, 1.2682077605316073]","[21.53092394345831, 13.339118392975719, 5.7923082115412186]",4.60054156740766e+16,0.8264130306074372
438,"[0.9466376244657919, -0.31618099801784316, -0.06250427535939251]","[1.6333413723262102, -0.32235426564031366]","[37.17518099340747, 8.81353519958919, 31.164802130341123]",1.3617319191790763e+17,0.8269813604609654
881,"[-0.2773395201184175, 0.6732324638590355, 0.6854493709872225]","[0.8155756412277043, 1.9615635783477297]","[6.472994720873324, 31.547123496497903, 19.991054895338422]",1.1182496776939491e+19,0.827220153038821
1280,"[-0.4762814803855328, -0.8664266487074755, 0.14986932258237035]","[1.420360225514776, -2.073415166437292]","[10.896911202486741, 35.798301565384904, 39.17293585611171]",3.969397443284317e+16,0.8278691566438185
2870,"[-0.7906989875719083, -0.5518876843821877, -0.26498131043532946]","[1.8389808666457337, -2.5322274183562046]","[21.158051341703565, 35.205992427239536, 3.571669830325675]",2.0843810644147236e+16,0.8279003302096953
2297,"[0.6813003057466198, -0.002724236149659437, -0.7319989562335206]","[2.3920476792369167, -0.003998562172730124]","[30.239339510943992, 15.402121504446486, 21.4390729326193]",4.611374941814954e+16,0.8279202040065482
240,"[-0.25525929492264937, -0.9624850232617765, 0.09200691469867571]","[1.4786591044946094, -1.8300369491928237]","[25.64160152282082, 16.73901117504672, 13.466416017774524]",2.2876221316484448e+17,0.8280422270737574
79,"[-0.2598969326877102, 0.057393716392106685, 0.9639292223489346]","[0.26940578379262264, 2.9242483212531316]","[6.511516330290751, 32.90949150260748, 9.198008385641486]",8.883925980404919e+18,0.828410753780883
2728,"[0.5897419568072245, -0.7438429011616109, -0.31448714246001125]","[1.8907126625597135, -0.9004418356762363]","[9.816026662100242, 38.55679511348109, 32.82561484748514]",1.808960432813219e+18,0.8286105375186317
675,"[0.13151634857771466, -0.43922251621967756, 0.8886996294037928]","[0.4762952037403203, -1.279862653430476]","[39.16007862182822, 18.597070977645533, 10.844743855371455]",7.240366730654879e+17,0.8287868070138202
1578,"[-0.9354842097183906, 0.3383455854491526, 0.1019389924152104]","[1.4686799528211483, 2.7945509425765835]","[25.265793048492235, 37.47743003573781, 7.753214935308364]",1.1957215508583245e+17,0.8291364472632722
2414,"[0.9061799071837007, 0.4223631365607789, 0.021150808284316692]","[1.5496439412004288, 0.4361550957774999]","[4.247218665786446, 13.419215590358357, 25.03949791785409]",1.956930690733845e+17,0.8292864170522348
2121,"[-0.9706394301251516, 0.2352448346442343, -0.05018928630223472]","[1.6210067078555905, 2.903816758985372]","[33.46131626041563, 23.915533162904367, 22.00810918105167]",5.080548611903681e+17,0.8296014998429473
2625,"[-0.6616676047172009, -0.5111960580923054, 0.5485203469869555]","[0.9902027476690197, -2.4837916296171736]","[7.6441320948438545, 9.69865588921386, 37.55786664207835]",1.215070808845726e+18,0.8296130120078157
1368,"[0.6191193598466901, -0.698066942017636, -0.3597134452938494]","[1.938757090134447, -0.8452630803944335]","[10.906186479961239, 18.24427289267979, 30.603398199914114]",2.287381580491874e+17,0.8296342728332814
170,"[0.1820194838724225, -0.5889394135730525, -0.7874130267090114]","[2.477397270742703, -1.2710455742225188]","[11.436637372220417, 14.967128675172171, 31.013370399461017]",8.381277137237411e+16,0.8298732830597796
1519,"[-0.48630010567848125, 0.7282097021773667, 0.48293150329197676]","[1.0667969215473305, 2.1595847181077144]","[26.95153754232279, 23.11265221530592, 13.167344151148296]",1.8820345467957364e+16,0.8301832377990628
2018,"[-0.5305670438193827, -0.6457711299177556, 0.5490703595874644]","[0.9895448037812039, -2.258571306684469]","[11.518665843297658, 9.247779450692772, 6.199650876655986]",2.7241419710647068e+16,0.8302832624200699
1323,"[0.3004166675288807, -0.7683576224281224, -0.5651339575069302]","[2.1713919442484535, -1.1980851683718359]","[6.811541403541225, 36.162217220904054, 27.070683498918733]",9.877139043852304e+16,0.8304302700876911
1058,"[-0.31433809173187427, 0.5027201460728872, -0.8052726363281063]","[2.506931483142398, 2.1295930164164174]","[26.75276856455376, 38.413950885538384, 27.12258025583991]",4.008777804412143e+16,0.8311748643265295
1073,"[-0.8923658976981753, 0.19019127664734994, 0.4092803231436632]","[1.1491311701736016, 2.9316031284881396]","[10.446797231576053, 30.01750304267344, 37.25170901856427]",3.523505406295861e+16,0.8313630177889104
1593,"[-0.6072470099405494, -0.7723630299215534, 0.18629658861251336]","[1.383404937430027, -2.2370779675628407]","[11.417032178748196, 31.77492218222376, 5.993988811942637]",1.7085937325442908e+16,0.8313779269070563
1598,"[0.43452476955904507, -0.15812305961497053, 0.8866709212879711]","[0.48070116518281, -0.34900280627182584]","[37.04109255044277, 11.625992376734647, 29.873516648081775]",1.439526321134902e+19,0.8315699696048422
2369,"[0.41583537276542354, 0.6282030842418523, 0.6576030928349297]","[0.8531636048470186, 0.9860702699742968]","[32.21057501092733, 23.010012819456563, 15.28096675686686]",4.4357615839714534e+17,0.8320848927109918
2874,"[0.635529107059094, 0.7064337084648269, 0.3115351820024536]","[1.253988139228444, 0.8381855652240202]","[13.077340923288052, 30.028251345049938, 32.36166396929166]",9.53209616783283e+16,0.8325208680955247
2067,"[0.5805940839703503, -0.5991207142556335, -0.551330100219868]","[2.1547540217500383, -0.8011012023769163]","[19.225234912508462, 30.088957786928177, 3.454790103551119]",8.685561659294298e+17,0.8332258079966854
2448,"[0.3771056970749728, -0.6466121405125891, 0.6630867461918742]","[0.8458613837164554, -1.042819638760909]","[25.956055759193966, 39.48234174671137, 35.458793354175114]",6.714155730054857e+16,0.8334558546028695
2253,"[0.46618474276432553, 0.7197497677221337, -0.5144240055418232]","[2.1111321551392814, 0.9960369192001423]","[0.7602726915531548, 8.737504983561042, 28.98903811408124]",1.2874486267937562e+17,0.8345346014977932
2131,"[8.095250215824118e-05, 0.9997951163421778, 0.020241511439879966]","[1.5505534328788662, 1.5707153577036717]","[3.9458193086893005, 24.30274296351552, 39.98958238689771]",8.477107956591616e+19,0.8346365458735447
854,"[0.011734127007856586, -0.2327989766291519, -0.9724540846455338]","[2.906334006511099, -1.5204344008731372]","[13.466136595727964, 18.763284771615094, 2.5013496612570822]",1.436820312817285e+17,0.8347727536274807
124,"[0.6838409067687494, -0.6301281262862845, -0.3678316988686951]","[1.9474724925814824, -0.744542640561777]","[16.003336933806946, 35.95391411754989, 0.9113496510242882]",6.796511861297778e+16,0.835851188983828
2575,"[-0.8782372639274235, -0.4721345662206395, 0.07608061270074949]","[1.4946421265346193, -2.648324526577305]","[6.199945570917336, 27.719861632260354, 25.998989897212]",9.423585043640067e+16,0.8363933105958139
2541,"[-0.48084339678922894, 0.5387610955806486, 0.691755816493752]","[0.8068786607042203, 2.299451385264128]","[15.201221014828523, 36.48935623093438, 34.50969263028492]",2.072448460887041e+16,0.8364016971884177
449,"[0.21964882690853316, 0.9165733676706733, 0.3341371791862529]","[1.2301066814123067, 1.3355905444871015]","[17.001214908168922, 29.408147264482455, 31.036190353392417]",2.2818621578945204e+16,0.8369503615846559
2261,"[-0.8011413344825272, 0.5567043654841795, 0.21966522627492277]","[1.3493250247466078, 2.5343050787456063]","[19.374473365407823, 21.27329380413071, 32.26600897230154]",1.0013083748436186e+17,0.837205481180047
2767,"[-0.7526865861509958, -0.6517570605594413, 0.0931430997942222]","[1.4775180191886765, -2.427935575889237]","[28.42528523664189, 4.811770149497004, 10.031012171076526]",5.535420457591034e+19,0.8382215410585445
2114,"[0.23967425807667458, -0.13239831255684878, 0.9617832067818063]","[0.27735437762180803, -0.504691154233964]","[9.935068131196623, 27.34416004429621, 25.957600952325414]",4.0178626989761746e+18,0.8383955570559818
2402,"[0.44664934039485527, -0.7020619764408669, 0.5546290183183569]","[0.9828792660058816, -1.004186112286246]","[10.561469305969432, 34.4687760914192, 32.112106649411345]",2.340171086145105e+16,0.83853857725428
2191,"[0.06946636026903723, 0.13365574579349934, 0.9885901913368126]","[0.15120563621605612, 1.091480992273079]","[2.6750358699932155, 17.65702963771487, 8.702759729050518]",5.5333888055672e+16,0.8385873671834825
2503,"[-0.9253043357954732, 0.3465423055810232, 0.15401401429963077]","[1.4161668431215335, 2.783245406256966]","[7.313965250431841, 21.561952587561375, 34.59106147386268]",5.325751573586675e+18,0.8402242191986897
1744,"[0.48567141659476243, -0.7595888045433066, 0.4326061986556677]","[1.1234148558920947, -1.0019179359884844]","[8.335978148584978, 7.816211211925577, 27.631693355876436]",2.65054538365952e+16,0.8416082186284681
